Unnamed: 0,spotify_track_id,song_title,label,emotion,session_type,subject_id,id,song_author,alpha_power,beta_power,delta_power,theta_power,variance,mean
10,6p5ohfzpFYEqqJMyMypCw0,Denti macchiati,3,Disgust,personal,16,8557039094,"[""L'Elfo"", 'Funkyman', 'MadMan']",1.926817128265212e-11,4.874371151571483e-12,1.4598408227774088e-09,6.25326438790435e-11,9.436875574083092e-09,-4.899931972726276e-07
11,4e9JgdG9V9L1oE43zyfacr,Il mondo è mio,1,Love,personal,16,9029879903,"['Manuel Meli', 'Naomi Rivieccio']",2.5134360008571925e-11,8.809697659878932e-12,2.0294550367919346e-09,8.025409281367144e-11,2.831224792014358e-08,3.9701232810654743e-07
12,5LZVK19ieaV8Mk9FsqTL3F,Ridere,2,Disappointment,personal,16,3361324029,['Pinguini Tattici Nucleari'],2.9012827508840605e-11,8.735542949427792e-12,2.7622030113545097e-09,1.0118520352595747e-10,2.0028764870815982e-08,-3.977230361808458e-07
13,75iEncMCKw6aZvUWyZqxO4,Vikings Attack,3,Fear,personal,16,7418585150,['Trevor Morris'],4.045729077054775e-11,7.2565588786539695e-12,4.256324514263977e-09,1.4073428051112028e-10,4.062860618266151e-08,-5.285638432911867e-07
14,37ebs6hDGOWK8SDAB2kZG5,Friction,0,Interest,personal,16,6243009174,['Imagine Dragons'],2.404102206051268e-11,5.1335117571288766e-12,4.337115478539901e-09,1.0445656641543057e-10,4.079325443014506e-08,1.8933377412192915e-06
15,7ofV2J7Ndzo2s5NBEgfpxl,The Show Must Go On - Remastered 2011,0,Pride,other,16,7391036738,['Queen'],2.0268173668937307e-11,4.77754555077011e-12,4.069014010330125e-09,4.944166018923699e-11,4.48712793514118e-08,2.938472382488355e-07
16,0AUvWawuP0ibk4SQ3sIZjk,Daisy,3,Contempt,other,16,5280159555,['Ashnikko'],2.493746193726817e-11,8.004625283204507e-12,1.8516710312612857e-09,5.82355140140054e-11,1.0793439921899847e-08,3.423273296504201e-07
17,0pVfvpMSFsabyuydMihDi1,Ho amato tutto,1,Love,other,16,1553935701,['Tosca'],3.130804685232636e-11,5.5936963052483654e-12,3.822381779809051e-09,8.215257402544185e-11,2.3226105114649777e-08,3.826540234987272e-06
18,1Bdgn4nmMlADRQ6DPJh7UM,Ascent - Day 1,1,Compassion,other,16,8026221597,['Ludovico Einaudi'],1.3664712729356748e-11,3.696465671197501e-12,3.790707525731931e-09,3.860298812701737e-11,2.376847248247621e-08,1.7241561658233299e-06
19,4nr4gSTFGmTTSbumSY3kfH,The 2nd Law: Isolated System,3,Fear,other,16,2956923308,['Muse'],1.8816254264548524e-11,5.491694330738566e-12,4.5760012611663645e-09,4.4263214743653386e-11,2.893023328761917e-08,-9.64494921606458e-07
20,5AEt1JRuzsv7ip4frOvQrE,Pensa - Sanremo 2007,3,Anger,personal,15,3314920082,['Fabrizio Moro'],1.2205622726285003e-12,6.346456801385985e-13,1.9539034388111598e-10,4.478063648244256e-12,2.9143388177063355e-09,-1.706500246531354e-08
21,76GSo8ITf6PakYmNMJAwc2,Io in questo mondo,0,Pride,personal,15,2951988720,['Ligabue'],1.219532101004841e-12,5.095918733612551e-13,4.939968480869912e-10,6.125182982526476e-12,4.254574262724397e-09,1.0449215094627127e-07
22,5YdEQiynLpBRBk8CLEd9sG,Abbi cura di me,1,Relief,personal,15,6021862951,['Simone Cristicchi'],9.029772124516247e-13,3.9091978067392963e-13,5.452296367688042e-10,2.989544594266393e-12,3.573535801743861e-09,-2.5157259605374773e-08
23,75JFxkI2RXiU7L9VXzMkle,The Scientist,2,Sadness,personal,15,1436191677,['Coldplay'],9.30856573692834e-13,4.1378853717347385e-13,6.982971197198865e-11,2.3085894069972214e-12,5.695246252999541e-10,-5.37346534897071e-08
24,5XAGVMePJNaXHcdRN578Xi,La canzone del sole,0,Pleasure,personal,15,2302906161,['Lucio Battisti'],1.0361778637567108e-12,5.175023147555373e-13,8.129895213329965e-11,2.179076403364238e-12,3.330679973066581e-10,-5.4658498816841654e-08
25,1fdCjH8Y8n9j7lFr7tLbfm,Per dimenticare,1,Love,other,15,8084230089,['Zero Assoluto'],2.1230312268843897e-12,8.258363061731666e-13,1.410403211933626e-09,1.0403208105912003e-11,4.264311009007252e-09,-5.9460261079686714e-08
26,0jqK7sGTLsHPkQrrcrGuKD,Still Waiting,0,Pride,other,15,2059040442,['Sum 41'],2.4025669782810432e-12,1.2435899528820454e-12,4.597935028553769e-10,7.046787532294194e-12,2.9976992049123997e-09,-1.6055341099271316e-07
27,30k5yWHaZRUAeFZXspfmUV,"I Colori Del Vento - di ""Pocahontas""/Colonna Sonora Originale",1,Relief,other,15,5161760361,['Manuela Villa'],1.8681950733997646e-12,8.433644141062463e-13,1.890591149779988e-10,4.6901087850080205e-12,5.608897684089664e-09,-1.7239117072250108e-07
28,6FJbvdUSkr1tyXdVZ2UlBR,Bound To You - Burlesque Original Motion Picture Soundtrack,2,Sadness,other,15,2063266754,['Christina Aguilera'],1.981401590224762e-12,9.50487330119704e-13,8.248441575807575e-11,4.240513944053167e-12,2.666790720510928e-09,-2.750058581306806e-07
29,4JehYebiI9JE8sR8MisGVb,Halo,2,Sadness,personal,13,3130546511,['Beyoncé'],3.5018398454595937e-13,1.0327768459433144e-13,1.9679278208503475e-11,9.522561644921658e-13,1.226697777034646e-10,3.456312709186732e-08
30,4qLEwHLABVI2Pc43xPJRUA,Para el sol,1,Love,personal,13,5417594918,['Enrico Nigiotti'],3.9568386666217897e-13,1.0961330948331263e-13,8.256969193465262e-11,1.2847503295928064e-12,3.172359551877939e-10,-2.8235974163387276e-08
31,5BBOSI7uPvAdxw5Rp3jKHQ,Fatto di te,0,Joy,personal,13,4506496120,['Thegiornalisti'],2.7957263467295516e-13,8.969896316775222e-14,2.198992058941371e-11,7.379570136497272e-13,4.639014405047816e-10,6.387553253451067e-08
32,0a6pjT7GkbGOMJO4SlWQG0,Carillon,3,Anger,personal,13,3508699688,['Fiorella Mannoia'],2.8589209564486187e-13,9.139759344400532e-14,9.699658858934145e-12,7.169124069123858e-13,1.9984220758762455e-10,1.4493139697893816e-08
33,3Vu3gNAguJsEVQm9gXoYMj,Dio Come Ti Amo,3,Fear,personal,13,4544608223,['Paola Turci'],4.032183210411698e-13,1.0577549223627127e-13,2.7097521174809215e-11,9.031434146148206e-13,5.533358869115797e-10,-3.2497423535574804e-09
34,2dXsILW8gzkosqleHAvl0v,For Whom The Bell Tolls - Remastered,3,Fear,other,13,1135903657,['Metallica'],4.2460255345486335e-13,1.2707930379237388e-13,4.4424655961998333e-11,1.2444113968426917e-12,4.3498274052893706e-10,1.0512639257456937e-07
35,7D64ejn2d3g6QaahkYdKXH,Tranquilla!,0,Joy,other,13,8861397241,['Fabrizio Vidale'],2.165274182609458e-12,3.1366455176608453e-13,1.4036996560786164e-10,4.436514197425378e-12,6.847764563061366e-10,6.935547176664866e-09
36,0XRxwt5AoIFG0cIfRnb2f2,Per uno come me,1,Love,other,13,9865031713,['Negramaro'],7.150285743792178e-13,1.9985366873074038e-13,5.626171946157632e-11,2.066258512590298e-12,3.3790016967438767e-10,1.4538570071302237e-08
37,76IOzfO0FG2AJMTIt2tUPB,Bella,1,Relief,other,13,2400639464,['Jovanotti'],4.5210974817407977e-13,2.0225296607351152e-13,6.917558190448727e-11,1.3119426143687947e-12,5.233042318510941e-10,1.8747085122925114e-08
38,2N9XhnyDTq97R2UIyAKOKt,Tristezza,0,Pleasure,other,13,4902264143,['Elio e le Storie Tese'],7.440805108175214e-13,1.925171179695649e-13,6.057544726589294e-11,1.6186916925115646e-12,1.0500123209471228e-09,-2.727250978065394e-08
39,6X5aQbswVINUVmmugsMU96,Antartide,1,Compassion,personal,22,5713478846,['Pinguini Tattici Nucleari'],3.136700928090622e-13,9.872097731326429e-14,7.617345635721683e-12,6.15068783027072e-13,8.012187417986382e-11,-8.9920062793622e-09
40,5BBOSI7uPvAdxw5Rp3jKHQ,Fatto di te,0,Pleasure,personal,22,9195527806,['Thegiornalisti'],3.093425109342422e-13,9.840977868868502e-14,1.4283795175638712e-11,7.500168410547383e-13,1.0912058386908416e-10,-2.1284897539402296e-07
41,3x3xrjmOy3hu9ky8OFjg7g,Tutta la vita,2,Sadness,personal,22,6705473117,['Gazzelle'],3.305627049905601e-13,1.0667446910783465e-13,1.6891341747898793e-11,7.713905965581034e-13,1.0085751807638271e-10,3.413801363639264e-08
42,17ahSrFGTLNAEAquP1P88n,Goodbye Kiss,2,Disappointment,personal,22,9187213890,['Kasabian'],3.4869220859319726e-13,1.019606478281483e-13,1.564740105107987e-11,7.494880038383179e-13,1.2365266897598115e-10,5.197706250253547e-08
43,0ct6r3EGTcMLPtrXHDvVjc,The Nights,0,Amusement,personal,22,7395858685,['Avicii'],3.9731788169650063e-13,1.1765155152046833e-13,4.473195644006661e-11,8.490641104011843e-13,2.218216832149697e-10,5.238605045496889e-08
44,4wz9be3iTHln8swogVIAwR,#THOTMILANODM,0,Amusement,other,22,2848873660,"['Radical', 'Thelonious B.', 'Rosa Chemical']",2.8334116444302576e-12,1.0750205430157372e-12,1.0291966280844985e-09,6.074177248334572e-12,6.1565893277298965e-09,-4.086125311781535e-07
45,3sQfSEDzsRefqiVuCDflhe,Deck The Halls,1,Contentment,other,22,6194767697,['Pentatonix'],3.4521896639001408e-12,1.1075706366353637e-12,1.0037027855036906e-09,3.4248821145582514e-12,6.18804163403906e-09,-7.714401584636232e-08
46,0YhC914Z6rLoTJJeZSBMq8,La Leggenda Di Cristalda E Pizzomunno,1,Relief,other,22,5898249712,['Max Gazzé'],1.289545037256961e-12,4.119329440041224e-13,2.602044912392159e-10,2.7581856642855836e-12,1.9524898172595152e-09,-6.945934892403346e-08
47,2lCT4RVgR0bIYR0JW7Mcqx,# fuori c'è il sole,2,Sadness,other,22,3380252349,['Lorenzo Fragola'],3.357303387170743e-12,8.781771184010654e-13,6.121923964922164e-10,1.076955283740262e-11,4.134192346431311e-09,8.128531357306367e-08
48,7Muqwx50J3f9n8wIvszq8l,Our Heritage,3,Fear,personal,19,9194938561,"['Armand Amar', 'Gülay Hacer Toruk', 'Hervé Teboul', 'Julien Carton']",1.440018660627286e-12,3.9082707155938737e-13,4.3514443893816686e-11,3.4974910427634428e-12,3.4600805681047404e-10,7.882140702891533e-08
49,2OuNgtXKeCSORKqdl0MxKk,Chasing Pavements,2,Disappointment,personal,19,3806403451,['Adele'],1.1926012301717189e-12,4.500724579732737e-13,2.1514955827462522e-11,2.2686058452529555e-12,1.613407817196796e-10,-1.2476201649186677e-08
50,11IXRdEjiH0KL8nh4G1j7d,Now We Are Free,2,Sadness,personal,19,5814295082,"['Lisa Gerrard', 'Klaus Badelt', 'Hans Zimmer', 'Gavin Greenaway', 'The Lyndhurst Orchestra']",1.1669457621834943e-12,4.2992569414458485e-13,2.1956902892904664e-11,2.1286523506799033e-12,2.2489290325746554e-10,5.626137516256227e-08
51,4esOae7i4rqTbAu9o5Pxco,Girl on Fire,3,Anger,personal,19,4945916145,['Alicia Keys'],2.0305687307794184e-12,9.78969139084488e-13,6.030377884013251e-11,3.608204813762378e-12,4.098467193318747e-10,-2.6219370677136267e-07
52,1jloxj2l32MZBJapqOGN9X,Yo te cielo (canción para Frida),1,Love,personal,19,9278136281,"['Remo Anzovino', 'Yasemin Sannino', 'Flavio Boltro']",3.940331946869558e-12,1.5009963085484044e-12,8.84894071201699e-10,9.767257213454235e-12,8.092590013531259e-09,-1.4337965979822875e-07
53,0h9fnCSnbUgOEgibnQByFv,Everyday Life,1,Relief,other,19,8504350846,['Coldplay'],5.56031506420332e-13,2.0989240296891116e-13,8.644171858781286e-12,9.524608779168732e-13,8.479849330150191e-11,-3.498806181900252e-08
54,45aBsnKRWUzhwbcqOJLwfe,This Is Me,0,Pride,other,19,1661499903,"['Keala Settle', 'The Greatest Showman Ensemble']",6.57443679942764e-13,2.664610745180075e-13,2.228078240192581e-11,1.2337555102052514e-12,1.666318420041868e-10,-3.858974626763411e-09
55,7mfvOqsvzZaUl7sfbcNk4E,Ameno,3,Fear,other,19,4455223918,['ERA'],6.983548494107692e-13,2.593760149318962e-13,3.105544316345913e-11,1.2586398809004648e-12,2.3962557233948985e-10,1.2651852380211387e-08
56,4mfQ1dT9zhaDhVpb4GbTOy,"Requiem in D Minor, K. 626: 2. Kyrie - Live",2,Guilt,other,19,7272595194,"['Wolfgang Amadeus Mozart', 'Berliner Philharmoniker', 'Claudio Abbado', 'Swedish Radio Choir', 'Kay Johannsen']",7.755751798154604e-13,2.751571263540071e-13,1.8663345323698145e-11,1.1934774870950717e-12,2.1827507638943283e-10,-1.4545901079554006e-07
57,6t4XT3FQGdB7EjqvfAahNx,Chiaro Di Luna,1,Love,other,19,5997913581,['Jovanotti'],8.529846179494397e-13,3.3749244834012004e-13,2.1673070794907417e-11,1.3373874783238722e-12,3.1477704000521524e-10,8.141790114238205e-08
58,2Q22sa3Y4lKXHHBBAxEhYY,Stray Heart,2,Guilt,personal,6,4434637720,['Green Day'],1.4015208493543152e-12,5.012771702701258e-13,1.4928741689686646e-10,2.7072419855683523e-12,8.926113912869263e-10,-2.877126533298233e-08
59,0WoY5ol6DYtT9WxvDU92et,Una Come Te,1,Love,personal,6,1143753231,['Cesare Cremonini'],1.617492039798427e-12,6.211933600172164e-13,2.2810932524005535e-10,3.410302597119074e-12,1.8204898647776376e-09,1.8181341790455155e-08
60,5ViLCypdkRUItaiL84czro,Niente che ti assomigli - Live Forum 2018,1,Relief,personal,6,7841323991,['Ermal Meta'],1.7585629598818682e-12,6.416011599090528e-13,3.6324998691653953e-10,4.227896038116466e-12,2.2162299056911464e-09,-3.592799446551099e-08
61,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,2,Sadness,personal,6,1518675867,['Ed Sheeran'],1.599736400262027e-12,6.056764526335974e-13,4.5609907985707854e-10,3.84345739720552e-12,3.1829218453526464e-09,3.394518824386798e-08
62,5QNFdjlkHHdOyhutGef68K,Al Tuo Matrimonio,0,Joy,personal,6,7653858464,['Cesare Cremonini'],2.5324609727215565e-12,8.448978105223236e-13,6.876535012790451e-10,6.648929610508108e-12,3.905953518036087e-09,2.359777503097485e-08
63,4Re9ss7a60eXUDiSyUMQIn,Orobroy,0,Interest,other,6,8761538642,['Dorantes'],4.6420416041731064e+58,7.487804400023425e+58,9.021507969472368e+58,5.575768774110874e+58,1.717065266835748e+60,1.1152906532317714e+27
64,1m4ZjbibTvvmYIJyXAIuxv,Fawkes the Phoenix,1,Relief,other,6,5390770597,['John Williams'],2.1348932765357455e-12,8.358762429675747e-13,1.3717811185780253e-09,5.4388018047917434e-12,8.088707100613305e-09,-1.2221032334116585e-07
65,6WEBwvsmpaoGxka0tSh5a7,Won't Go Home Without You,0,Pleasure,other,6,2978076428,['Maroon 5'],4.01258481399153e-12,1.1445597384806533e-12,1.3014247345552119e-09,1.3584992296717391e-11,7.40592614604355e-09,-6.460333301345507e-08
66,4TALwpbPAx2grcU29poEPy,Quando finisce un amore,2,Sadness,personal,3,5485211163,['Riccardo Cocciante'],1.8248561278874845e-12,5.42541160112203e-13,7.424766392932644e-11,5.045504621453991e-12,5.103758337797798e-10,4.5511998931322854e-08
67,280vpFLeP86WEQGtsycO8O,Controllo,1,Relief,personal,3,5720039635,['Thegiornalisti'],1.5183153532545073e-12,4.74524588320468e-13,6.397229426634712e-11,2.8491768554703162e-12,5.48414039223541e-10,1.439954524388325e-08
68,6JXlccLNpK7F2XFwHuMy23,Per due che come noi,1,Love,personal,3,8408869665,['Brunori Sas'],1.5020428493820207e-12,4.879395361882887e-13,8.636924602118756e-11,3.0816653705813404e-12,6.943165567036423e-10,-4.510450198806419e-08
69,1sJ53hBD3uN83UbNaEA4jU,Il tuo maglione mio,0,Amusement,personal,3,6727568737,['Thegiornalisti'],1.4674669189840314e-12,4.794112006405171e-13,1.1043666604977573e-10,3.1461952796009754e-12,8.554256669233524e-10,-2.0339116202223096e-09
70,3E1FgPTXX203rgBTD5nlKF,Il bacio di Klimt,0,Pleasure,personal,3,5632497865,['Emanuele Aloia'],1.6952586718262799e-12,5.000521556705573e-13,1.0760837039484247e-10,3.6291040238148225e-12,7.591132159709856e-10,2.434968550364831e-08
71,1qU8pLmJNC0V2aSOStjWcX,A Thousand Years,1,Love,other,3,8260045543,['Christina Perri'],8.320060707267698e-13,2.5460496165408396e-13,1.5928222625776656e-10,1.8931585038496294e-12,1.0576519767060757e-09,-3.3421265724612434e-08
72,0jWgAnTrNZmOGmqgvHhZEm,What's Up?,0,Pleasure,other,3,1188018273,['4 Non Blondes'],8.109767330224937e-13,2.4843234953731516e-13,1.665207428032862e-10,1.894485865199934e-12,1.3821584651694734e-09,4.7322339084838514e-07
73,55xly70WJY1cx5qsoogaqs,"Main Title/John Williams/Jaws - From The ""Jaws"" Soundtrack",3,Fear,other,3,3114008345,['John Williams'],9.73598945692249e-13,2.515002980578218e-13,2.2772966441089056e-10,2.434454077054321e-12,1.4476403132955177e-09,1.1340170218637303e-07
74,1tx2oinycuW0tfPrwUJuTU,Che vita meravigliosa,0,Joy,other,3,5688213647,['Diodato'],2.5621996958260333e-12,9.042098790485625e-13,2.5853182046542623e-10,2.6342014021544168e-12,1.6561508629382016e-09,7.47675279714648e-09
75,1Ej0xptDBpBxUM1dIPcHlm,My Heart Is Broken,2,Sadness,personal,2,4497446683,['Evanescence'],8.358462994237885e-12,2.9195602770871567e-12,4.855614336641322e-09,3.014329301123184e-11,3.063661855471772e-08,1.867480072713678e-07
76,3oDTKDo6QPUIJCD7cZLBHb,Gate 21,1,Love,personal,2,7156480045,['Serj Tankian'],1.5083091366001205e-11,4.304476355041591e-12,6.434466018938295e-09,5.3215805123212184e-11,4.530791765619926e-08,1.7867062526957714e-07
77,18lR4BzEs7e3qzc0KVkTpU,What I've Done,2,Regret,personal,2,3395991636,['Linkin Park'],1.1575709639256375e-11,3.3712400313716233e-12,1.2504077423930734e-08,3.998881749526532e-11,7.181484534687871e-08,-2.1194567739581844e-06
78,36YNa8joLwu9yor2TkZbIY,Objection (Tango),0,Joy,personal,2,7743275347,['Shakira'],8.042017691236448e-12,2.515842894652153e-12,1.576782199158054e-08,3.796642355638158e-11,7.847644650015794e-08,1.3386186922403958e-06
79,4e9eGQYsOiBcftrWXwsVco,Aerials,0,Interest,personal,2,1655099904,['System Of A Down'],6.199069456436048e-12,2.2991056996026922e-12,1.625032025314377e-08,3.4423200336050184e-11,6.784569505279447e-08,-8.757907682626345e-07
80,6p5ohfzpFYEqqJMyMypCw0,Denti macchiati,3,Contempt,other,2,2671256194,"[""L'Elfo"", 'Funkyman', 'MadMan']",3.0508910598023616e-12,1.0230739419744468e-12,5.8113041425494734e-09,1.3554412160062975e-11,2.2330513265358045e-08,1.2782520994629392e-06
81,5e0O7MjhNHq9G67qDFM8nR,"Monsters, Inc.",0,Pleasure,other,2,8974662405,['Randy Newman'],3.281309064619209e-12,1.0338423901722132e-12,3.595173157023056e-09,1.0465576090164457e-11,1.8718680068785178e-08,-2.9400509315997537e-07
82,4tKiqgP4hiFNSCDeoaNctg,La sera dei miracoli,0,Pleasure,other,2,6783991619,['Lucio Dalla'],9.445833639715605e-12,3.0360186383591663e-12,4.477080983848994e-09,2.5402900457673522e-11,2.645018387727391e-08,8.180770154297767e-07
83,6P7CGwIMruLWna0QvN14DB,Fotoricordo,2,Regret,personal,17,7674400972,['Gemelli Diversi'],9.970677802226949e-12,2.0735573500351002e-12,2.5192524919265823e-09,1.2341275143009245e-11,1.3301965833685823e-08,1.5324258299158797e-07
84,6MERAQtSWXt3EFnI6UjXGy,I Nostri Anni,1,Relief,personal,17,2442807919,['Tommaso Paradiso'],1.2876394965810969e-11,2.015095829523417e-12,2.507933381755251e-09,1.7082779216022985e-11,1.554060139121656e-08,-8.385359182723925e-07
85,0mHZ5IoR9iNM7HoZafOwcl,Ed ero contentissimo,2,Sadness,personal,17,6370584383,['Tiziano Ferro'],1.1678227195827043e-11,2.0942956147745055e-12,4.803020839718519e-09,1.652682707457071e-11,2.2427511654928635e-08,-3.634827601769051e-07
86,7swocJUCUWTCiRUAU9oerC,Halloween Theme - Main Title,3,Fear,personal,17,1315779175,['John Carpenter'],1.0931898565828592e-11,1.4767574612163126e-12,4.999170230827663e-09,1.6021015674211395e-11,1.9575852300196863e-08,-4.374880518723581e-07
87,4VUZmIKYPnZZfSg0bMR4pz,Per me,0,Pleasure,personal,17,1585219913,['Fabrizio Moro'],1.0046080671868875e-11,1.5168915495498862e-12,3.0707227851968667e-09,1.559756192913566e-11,1.4909737604382504e-08,9.521794710865566e-07
88,5gTuH5Jl8PVUitsFzFslWu,Certe notti,1,Contentment,other,17,7289346890,['Ligabue'],2.968306033564396e-11,1.542057993790238e-11,8.114841009755681e-09,5.610213634295824e-11,4.522667330862165e-08,-6.372512799352821e-07
89,32Bsla4JMIU9tAeCui4RKp,Ulisse,3,Anger,other,17,5568667703,['lowlow'],3.106236116083502e-11,1.7648112470591827e-11,3.3411200361812284e-09,4.57195114927393e-11,1.9909040172451563e-08,-2.3309337662044538e-07
90,36qZIsik56PiT7HnM58e8g,Eppure sentire (Un senso di te),1,Relief,other,17,4088218377,['Elisa'],2.5986465620062452e-11,1.9814749831781135e-11,5.502493379904591e-09,4.355508569046447e-11,2.5713006078918383e-08,-1.1459492950950313e-06
91,22yxHt6UqZpH7tP6W4PooI,For The Love Of A Princess,1,Compassion,personal,18,8995791781,"['James Horner', 'London Symphony Orchestra']",2.2167077670452287e-12,9.602715889119777e-13,2.0186899385978332e-09,6.783368748292973e-12,1.2788837601927907e-08,-1.4703741505925757e-07
92,4Sg5kugcA7G2dyFpok5Jyt,Mariage d'Amour,2,Sadness,personal,18,7307194539,"[""Jacob's Piano""]",2.0585597747265202e-12,8.608239179532472e-13,2.875690692877286e-09,5.568915635867583e-12,1.5657697331778616e-08,7.898413002902727e-08
93,4Re9ss7a60eXUDiSyUMQIn,Orobroy,3,Anger,personal,18,5438162578,['Dorantes'],2.018400365453615e-12,7.38683635717869e-13,2.902059973540352e-09,5.82060047441383e-12,1.7488945616727714e-08,-1.0635427089564156e-07
94,6tgEc2O1uFHcZDKPoo6PC8,ALREADY,0,Joy,personal,18,5430407454,"['Beyoncé', 'Shatta Wale', 'Major Lazer']",2.5299002519864715e-12,8.968946889229839e-13,2.8151934806584646e-09,7.28940829517671e-12,1.867541098303951e-08,2.739838562134899e-07
95,6kf7ZCJjEbjZXikivKOsvJ,Claire de lune,1,Love,personal,18,4501146986,"['Claude Debussy', 'Alexis Weissenberg']",2.25143428370074e-12,8.346335836796366e-13,3.291267330345913e-09,6.888096456600677e-12,1.9602848998471657e-08,-4.0344693211672613e-08
96,60a0Rd6pjrkxjPbaKzXjfq,In the End,0,Amusement,other,18,3152082844,['Linkin Park'],6.131169027673352e-12,1.57262874809841e-12,5.161338319120549e-09,2.3994980481985446e-11,2.737067226697369e-08,3.0407570779123587e-07
97,2nLtzopw4rPReszdYBJU6h,Numb,3,Anger,other,18,3994531682,['Linkin Park'],1.453404673115211e-11,3.1317922576365827e-12,8.530806229331457e-09,5.266507728942023e-11,4.573524899852615e-08,-3.41921435867113e-07
98,75iEncMCKw6aZvUWyZqxO4,Vikings Attack,3,Fear,other,18,4361083316,['Trevor Morris'],3.564843158728014e-12,1.1379470139389468e-12,3.6023773997242446e-09,1.0342118364794497e-11,2.1963389585720462e-08,-2.7409210019192854e-07
99,1fdCjH8Y8n9j7lFr7tLbfm,Per dimenticare,0,Pleasure,other,18,4743062887,['Zero Assoluto'],4.546379612820757e-12,1.5188355215033562e-12,4.348471103195464e-09,1.937193398650699e-11,3.131003712629684e-08,-6.281380775834428e-08
100,31QuXhy09js64az8vRvAKc,Moonlight,1,Relief,other,18,3679424236,['Message To Bears'],4.715941291563536e-12,1.5765337259539388e-12,5.347996149571632e-09,2.096570089512142e-11,3.7163041097392566e-08,-6.366126318515611e-07
101,2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,1,Love,personal,1,2965155855,['Lana Del Rey'],3.113375592574652e-12,4.606973566369772e-13,6.904558549863546e-11,2.1541006489477187e-12,4.50776822179322e-10,2.450523307381098e-08
102,7BYmOx8ouIHV7iVkgTI6Fp,Pronto a correre,2,Guilt,personal,1,5768080515,['Marco Mengoni'],2.4850875972526647e-12,4.754949266223775e-13,1.4143080943460218e-10,3.209560651945496e-12,8.221796611304565e-10,-3.520514566733247e-08
103,4xGuK7FsXuZwHCCuNnPzbD,L'Amour Toujours,0,Amusement,personal,1,4278441823,"[""Gigi D'Agostino""]",2.49700914837763e-12,4.9511771430643e-13,1.5905620535831155e-10,4.297784470088404e-12,1.218140446754813e-09,-7.372894870048201e-08
104,7DFNE7NO0raLIUbgzY2rzm,Let Her Go,2,Sadness,personal,1,8446090510,['Passenger'],2.6194449443901043e-12,5.79488901504418e-13,2.4407474834216837e-10,5.322152060248389e-12,5.749039245194416e-09,4.51795009079207e-09
