,spotify_track_id,song_title,label,emotion,session_type,subject_id,id,song_author
28,6FJbvdUSkr1tyXdVZ2UlBR,Bound To You - Burlesque Original Motion Picture Soundtrack,2,Sadness,other,15,2063266754,['Christina Aguilera']
29,4JehYebiI9JE8sR8MisGVb,Halo,2,Sadness,personal,13,3130546511,['Beyoncé']
30,4qLEwHLABVI2Pc43xPJRUA,Para el sol,1,Love,personal,13,5417594918,['Enrico Nigiotti']
31,5BBOSI7uPvAdxw5Rp3jKHQ,Fatto di te,0,Joy,personal,13,4506496120,['Thegiornalisti']
32,0a6pjT7GkbGOMJO4SlWQG0,Carillon,3,Anger,personal,13,3508699688,['Fiorella Mannoia']
33,3Vu3gNAguJsEVQm9gXoYMj,Dio Come Ti Amo,3,Fear,personal,13,4544608223,['Paola Turci']
34,2dXsILW8gzkosqleHAvl0v,For Whom The Bell Tolls - Remastered,3,Fear,other,13,1135903657,['Metallica']
35,7D64ejn2d3g6QaahkYdKXH,Tranquilla!,0,Joy,other,13,8861397241,['Fabrizio Vidale']
36,0XRxwt5AoIFG0cIfRnb2f2,Per uno come me,1,Love,other,13,9865031713,['Negramaro']
37,76IOzfO0FG2AJMTIt2tUPB,Bella,1,Relief,other,13,2400639464,['Jovanotti']
38,2N9XhnyDTq97R2UIyAKOKt,Tristezza,0,Pleasure,other,13,4902264143,['Elio e le Storie Tese']
39,6X5aQbswVINUVmmugsMU96,Antartide,1,Compassion,personal,22,5713478846,['Pinguini Tattici Nucleari']
40,5BBOSI7uPvAdxw5Rp3jKHQ,Fatto di te,0,Pleasure,personal,22,9195527806,['Thegiornalisti']
41,3x3xrjmOy3hu9ky8OFjg7g,Tutta la vita,2,Sadness,personal,22,6705473117,['Gazzelle']
42,17ahSrFGTLNAEAquP1P88n,Goodbye Kiss,2,Disappointment,personal,22,9187213890,['Kasabian']
43,0ct6r3EGTcMLPtrXHDvVjc,The Nights,0,Amusement,personal,22,7395858685,['Avicii']
44,4wz9be3iTHln8swogVIAwR,#THOTMILANODM,0,Amusement,other,22,2848873660,"['Radical', 'Thelonious B.', 'Rosa Chemical']"
45,3sQfSEDzsRefqiVuCDflhe,Deck The Halls,1,Contentment,other,22,6194767697,['Pentatonix']
46,0YhC914Z6rLoTJJeZSBMq8,La Leggenda Di Cristalda E Pizzomunno,1,Relief,other,22,5898249712,['Max Gazzé']
47,2lCT4RVgR0bIYR0JW7Mcqx,# fuori c'è il sole,2,Sadness,other,22,3380252349,['Lorenzo Fragola']
48,7Muqwx50J3f9n8wIvszq8l,Our Heritage,3,Fear,personal,19,9194938561,"['Armand Amar', 'Gülay Hacer Toruk', 'Hervé Teboul', 'Julien Carton']"
49,2OuNgtXKeCSORKqdl0MxKk,Chasing Pavements,2,Disappointment,personal,19,3806403451,['Adele']
50,11IXRdEjiH0KL8nh4G1j7d,Now We Are Free,2,Sadness,personal,19,5814295082,"['Lisa Gerrard', 'Klaus Badelt', 'Hans Zimmer', 'Gavin Greenaway', 'The Lyndhurst Orchestra']"
51,4esOae7i4rqTbAu9o5Pxco,Girl on Fire,3,Anger,personal,19,4945916145,['Alicia Keys']
52,1jloxj2l32MZBJapqOGN9X,Yo te cielo (canción para Frida),1,Love,personal,19,9278136281,"['Remo Anzovino', 'Yasemin Sannino', 'Flavio Boltro']"
53,0h9fnCSnbUgOEgibnQByFv,Everyday Life,1,Relief,other,19,8504350846,['Coldplay']
54,45aBsnKRWUzhwbcqOJLwfe,This Is Me,0,Pride,other,19,1661499903,"['Keala Settle', 'The Greatest Showman Ensemble']"
55,7mfvOqsvzZaUl7sfbcNk4E,Ameno,3,Fear,other,19,4455223918,['ERA']
56,4mfQ1dT9zhaDhVpb4GbTOy,"Requiem in D Minor, K. 626: 2. Kyrie - Live",2,Guilt,other,19,7272595194,"['Wolfgang Amadeus Mozart', 'Berliner Philharmoniker', 'Claudio Abbado', 'Swedish Radio Choir', 'Kay Johannsen']"
57,6t4XT3FQGdB7EjqvfAahNx,Chiaro Di Luna,1,Love,other,19,5997913581,['Jovanotti']
58,2Q22sa3Y4lKXHHBBAxEhYY,Stray Heart,2,Guilt,personal,6,4434637720,['Green Day']
59,0WoY5ol6DYtT9WxvDU92et,Una Come Te,1,Love,personal,6,1143753231,['Cesare Cremonini']
60,5ViLCypdkRUItaiL84czro,Niente che ti assomigli - Live Forum 2018,1,Relief,personal,6,7841323991,['Ermal Meta']
61,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,2,Sadness,personal,6,1518675867,['Ed Sheeran']
62,5QNFdjlkHHdOyhutGef68K,Al Tuo Matrimonio,0,Joy,personal,6,7653858464,['Cesare Cremonini']
63,4Re9ss7a60eXUDiSyUMQIn,Orobroy,0,Interest,other,6,8761538642,['Dorantes']
64,1m4ZjbibTvvmYIJyXAIuxv,Fawkes the Phoenix,1,Relief,other,6,5390770597,['John Williams']
65,6WEBwvsmpaoGxka0tSh5a7,Won't Go Home Without You,0,Pleasure,other,6,2978076428,['Maroon 5']
66,4TALwpbPAx2grcU29poEPy,Quando finisce un amore,2,Sadness,personal,3,5485211163,['Riccardo Cocciante']
67,280vpFLeP86WEQGtsycO8O,Controllo,1,Relief,personal,3,5720039635,['Thegiornalisti']
68,6JXlccLNpK7F2XFwHuMy23,Per due che come noi,1,Love,personal,3,8408869665,['Brunori Sas']
69,1sJ53hBD3uN83UbNaEA4jU,Il tuo maglione mio,0,Amusement,personal,3,6727568737,['Thegiornalisti']
70,3E1FgPTXX203rgBTD5nlKF,Il bacio di Klimt,0,Pleasure,personal,3,5632497865,['Emanuele Aloia']
71,1qU8pLmJNC0V2aSOStjWcX,A Thousand Years,1,Love,other,3,8260045543,['Christina Perri']
72,0jWgAnTrNZmOGmqgvHhZEm,What's Up?,0,Pleasure,other,3,1188018273,['4 Non Blondes']
73,55xly70WJY1cx5qsoogaqs,"Main Title/John Williams/Jaws - From The ""Jaws"" Soundtrack",3,Fear,other,3,3114008345,['John Williams']
74,1tx2oinycuW0tfPrwUJuTU,Che vita meravigliosa,0,Joy,other,3,5688213647,['Diodato']
75,78lgmZwycJ3nzsdgmPPGNx,Immigrant Song - Remaster,3,Anger,personal,24,4274886008,['Led Zeppelin']
76,1nhjMjke1c1gvdCpDHmakm,9 primavere,2,Regret,personal,24,1831156008,['Ermal Meta']
77,56LYsQITV7nEggGBVuu846,Wing$,0,Pride,personal,24,6283225806,['Macklemore & Ryan Lewis']
78,09LvEjrTv7ojj1NCSaErmJ,Crucifixion,3,Fear,personal,24,5578241007,"['John Debney', 'Ron Allen', 'Chris Bleth', 'Nick Ingman & His Orchestra', 'Nick Ingman']"
79,3qtuOAI0YyfoBM1s7Tvm46,La Nuova Stella Di Broadway,1,Love,personal,24,8900357806,['Cesare Cremonini']
80,2Ef73KZoTCmkABkxetqQ17,A Me Me Piace 'O Blues - Remastered 2008,1,Contentment,other,24,4933402533,['Pino Daniele']
81,0mHZ5IoR9iNM7HoZafOwcl,Ed ero contentissimo,3,Disgust,other,24,5455527567,['Tiziano Ferro']
82,7ki1hrpQFKiVKhnfBOnl1b,Let's Make This Happen,0,Pleasure,other,24,4824313470,['Ben Wheeler']
83,6E7p8AS6KZmtL97yyqbPMc,L'ultimo grido della notte,1,Love,other,24,6225670944,['Thegiornalisti']
84,1VLZV4idlXeZvpisIvoGMk,CORNFLAKES,2,Sadness,other,24,2353056497,['COMETE']
85,1Ej0xptDBpBxUM1dIPcHlm,My Heart Is Broken,2,Sadness,personal,2,4497446683,['Evanescence']
86,3oDTKDo6QPUIJCD7cZLBHb,Gate 21,1,Love,personal,2,7156480045,['Serj Tankian']
87,18lR4BzEs7e3qzc0KVkTpU,What I've Done,2,Regret,personal,2,3395991636,['Linkin Park']
88,36YNa8joLwu9yor2TkZbIY,Objection (Tango),0,Joy,personal,2,7743275347,['Shakira']
89,4e9eGQYsOiBcftrWXwsVco,Aerials,0,Interest,personal,2,1655099904,['System Of A Down']
90,6p5ohfzpFYEqqJMyMypCw0,Denti macchiati,3,Contempt,other,2,2671256194,"[""L'Elfo"", 'Funkyman', 'MadMan']"
91,5e0O7MjhNHq9G67qDFM8nR,"Monsters, Inc.",0,Pleasure,other,2,8974662405,['Randy Newman']
92,4tKiqgP4hiFNSCDeoaNctg,La sera dei miracoli,0,Pleasure,other,2,6783991619,['Lucio Dalla']
93,6P7CGwIMruLWna0QvN14DB,Fotoricordo,2,Regret,personal,17,7674400972,['Gemelli Diversi']
94,6MERAQtSWXt3EFnI6UjXGy,I Nostri Anni,1,Relief,personal,17,2442807919,['Tommaso Paradiso']
95,0mHZ5IoR9iNM7HoZafOwcl,Ed ero contentissimo,2,Sadness,personal,17,6370584383,['Tiziano Ferro']
96,7swocJUCUWTCiRUAU9oerC,Halloween Theme - Main Title,3,Fear,personal,17,1315779175,['John Carpenter']
97,4VUZmIKYPnZZfSg0bMR4pz,Per me,0,Pleasure,personal,17,1585219913,['Fabrizio Moro']
98,5gTuH5Jl8PVUitsFzFslWu,Certe notti,1,Contentment,other,17,7289346890,['Ligabue']
99,32Bsla4JMIU9tAeCui4RKp,Ulisse,3,Anger,other,17,5568667703,['lowlow']
100,36qZIsik56PiT7HnM58e8g,Eppure sentire (Un senso di te),1,Relief,other,17,4088218377,['Elisa']
101,22yxHt6UqZpH7tP6W4PooI,For The Love Of A Princess,1,Compassion,personal,18,8995791781,"['James Horner', 'London Symphony Orchestra']"
102,4Sg5kugcA7G2dyFpok5Jyt,Mariage d'Amour,2,Sadness,personal,18,7307194539,"[""Jacob's Piano""]"
103,4Re9ss7a60eXUDiSyUMQIn,Orobroy,3,Anger,personal,18,5438162578,['Dorantes']
104,6tgEc2O1uFHcZDKPoo6PC8,ALREADY,0,Joy,personal,18,5430407454,"['Beyoncé', 'Shatta Wale', 'Major Lazer']"
105,6kf7ZCJjEbjZXikivKOsvJ,Claire de lune,1,Love,personal,18,4501146986,"['Claude Debussy', 'Alexis Weissenberg']"
106,60a0Rd6pjrkxjPbaKzXjfq,In the End,0,Amusement,other,18,3152082844,['Linkin Park']
107,2nLtzopw4rPReszdYBJU6h,Numb,3,Anger,other,18,3994531682,['Linkin Park']
108,75iEncMCKw6aZvUWyZqxO4,Vikings Attack,3,Fear,other,18,4361083316,['Trevor Morris']
109,1fdCjH8Y8n9j7lFr7tLbfm,Per dimenticare,0,Pleasure,other,18,4743062887,['Zero Assoluto']
110,31QuXhy09js64az8vRvAKc,Moonlight,1,Relief,other,18,3679424236,['Message To Bears']
111,2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,1,Love,personal,1,2965155855,['Lana Del Rey']
112,7BYmOx8ouIHV7iVkgTI6Fp,Pronto a correre,2,Guilt,personal,1,5768080515,['Marco Mengoni']
113,4xGuK7FsXuZwHCCuNnPzbD,L'Amour Toujours,0,Amusement,personal,1,4278441823,"[""Gigi D'Agostino""]"
114,7DFNE7NO0raLIUbgzY2rzm,Let Her Go,2,Sadness,personal,1,8446090510,['Passenger']
115,6d3sJyECf0XccpnosXyxT7,Non mi avete fatto niente,3,Anger,personal,1,3727709568,"['Ermal Meta', 'Fabrizio Moro']"
116,6A3axRTw93LhvnlQLFmi7S,Dicono Di Me,0,Pleasure,other,1,2505977396,['Cesare Cremonini']
117,2v1eE7NJy08YJ9jsMhI47v,Good Enough,2,Sadness,other,1,8760537468,['Little Mix']
118,6pAH9ilo8UkRIraNc8YVkR,Cold Cold Man,1,Contentment,other,1,3359788067,['Saint Motel']
119,6en0KcrH7lOI6Tpxnst3Lr,La Leggenda Di Cristalda E Pizzomunno,1,Love,other,1,7690688371,['Max Gazzé']
120,0XAO6HaZDHa2HxbnWWKWCZ,La storia infinita,2,Regret,personal,21,2642234932,['Pinguini Tattici Nucleari']
121,7FlHNJT4TC120CDvFOHzei,Rewrite The Stars,1,Relief,personal,21,5984395806,"['James Arthur', 'Anne-Marie']"
122,1nZzRJbFvCEct3uzu04ZoL,Part Of Me,3,Anger,personal,21,3244438535,['Katy Perry']
123,37mk7t1x4VmKmmqgRU8E2w,Sunrise,1,Love,personal,21,2686839582,['Simply Red']
124,5WK0BthtcfaCFRPqjaY1sx,Nell'ignoto,0,Interest,personal,21,5548440787,"['Serena Autieri', 'AURORA']"
125,5qu9xgYAZ2JbDXqssUMP7N,The Crisis,1,Relief,other,21,3603031333,['Ennio Morricone']
126,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,0,Pleasure,other,21,7194194602,['AC/DC']
127,4VUZmIKYPnZZfSg0bMR4pz,Per me,2,Sadness,other,21,3530449582,['Fabrizio Moro']
128,3mpB5TxVf155B1S6KfPtlv,Diventerai una star,0,Pleasure,other,21,5877317675,['Finley']
129,7D64ejn2d3g6QaahkYdKXH,Tranquilla!,0,Amusement,other,21,8588964370,['Fabrizio Vidale']
130,3weNRklVDqb4Rr5MhKBR3D,Nuvole Bianche,1,Relief,personal,20,6572251116,['Ludovico Einaudi']
131,5sYAvst5lCs3Ws5MhExlSr,Mica Van Gogh,0,Amusement,personal,20,8633315042,['Caparezza']
132,6qlM3aT6CCXrkjmtz4v2fM,Di sana pianta,3,Fear,personal,20,2926730303,['J-AX']
133,5kqIPrATaCc2LqxVWzQGbk,7 Years,2,Sadness,personal,20,4616757922,['Lukas Graham']
134,2nLtzopw4rPReszdYBJU6h,Numb,3,Anger,personal,20,2052607919,['Linkin Park']
135,6xFK2P3LmaionULnNOOlqq,"Dead Silence Theme (Intro) [From ""Dead Silence""]",3,Fear,other,20,3471264357,['Luca Riviero']
136,4UzVcXufOhGUwF56HT7b8M,My Immortal,1,Compassion,other,20,2102668116,['Evanescence']
137,4CQnIoccCBtsiBeb1jBFiZ,Danza del Osos,0,Amusement,other,20,2016546257,['Danzante Banda Celta']
138,7uQuSHXICONzPv91hqMBmf,Cara,0,Interest,other,20,3088725053,['Lucio Dalla']
139,3YQsdw4FNt17lxAEXXURqV,Viva La Libertà,1,Contentment,other,20,4353988101,['Jovanotti']
140,0TRzbNlR34FoO3HjHvb8FX,Trilogy - Remastered,0,Interest,personal,8,7962692464,"['Emerson, Lake & Palmer']"
141,4UVwbnxKEzPGOuAtSEt2ic,Requiem: II. Dies Irae,3,Fear,personal,8,3495474224,"['Giuseppe Verdi', 'Sir Colin Davis', 'London Symphony Chorus', 'London Symphony Orchestra']"
142,5Fw4nhdXk4THgyfetrwpDf,Adagio in G Minor (Attrib. Albinoni) [Arr. for Chamber Orchestra],2,Sadness,personal,8,5661316078,"['Remo Giazotto', 'Jean-Claude Malgoire', 'La Grande Écurie et la Chambre du Roy']"
143,2Ig3npEMsgVAN2NtRuSyh5,Argentovivo (feat. Rancore & Manuel Agnelli),3,Anger,personal,8,6808721773,"['Daniele Silvestri', 'Rancore', 'Manuel Agnelli']"
144,7LVHVU3tWfcxj5aiPFEW4Q,Fix You,1,Compassion,personal,8,3096895971,['Coldplay']
145,55WIafaNg5WMRLMEMaIf4e,Rewind,1,Love,other,8,1555197220,['Vasco Rossi']
146,36qZIsik56PiT7HnM58e8g,Eppure sentire (Un senso di te),2,Regret,other,8,7933831782,['Elisa']
147,4aX4pkZnzrqGDQ2S2XJsmQ,Jerusalema (feat. Burna Boy & Nomcebo Zikode) - Remix,3,Fear,other,8,2644432196,"['Master KG', 'Burna Boy', 'Nomcebo Zikode']"
148,0ZFeVCKCMCXUQ1TKVd2azW,The Sound of Silence,1,Compassion,other,8,4675514143,['Pentatonix']
149,05G23JkXHRv3NJ9hENaafi,Anche Fragile,2,Guilt,other,8,1939422702,['Elisa']
150,2tJulUYLDKOg9XrtVkMgcJ,Grenade,0,Interest,personal,5,4049226040,['Bruno Mars']
151,0lP4HYLmvowOKdsQ7CVkuq,The Kill,2,Sadness,personal,5,8619081757,['Thirty Seconds To Mars']
152,2OELzdlkfD8XKGhx68GoLG,Helvetia,3,Fear,personal,5,7581022744,['Fernando Velázquez']
153,6WEBwvsmpaoGxka0tSh5a7,Won't Go Home Without You,1,Contentment,personal,5,5514468342,['Maroon 5']
154,1iFIZUVDBCCkWe705FLXto,Dosed,1,Compassion,personal,5,6617024018,['Red Hot Chili Peppers']
155,3skn2lauGk7Dx6bVIt5DVj,Starlight,1,Relief,other,5,8170181283,['Muse']
156,4UzVcXufOhGUwF56HT7b8M,My Immortal,3,Fear,other,5,6595508347,['Evanescence']
157,2uZVfvOK7MTjBTRICYmpso,Birds (feat. Elisa),2,Regret,other,5,2048625899,"['Imagine Dragons', 'Elisa']"
158,0JlcGuogSjgZsa0rkLdoBM,Ci sono anch'io,1,Contentment,other,5,2256012838,"['Angelo Di Guardo', 'Mark']"
159,02pyQSEZ1DlpyMhSNE2L69,Hai un amico in me,0,Pleasure,personal,9,7614455755,['Riccardo Cocciante']
160,7o2CTH4ctstm8TNelqjb51,Sweet Child O' Mine,1,Contentment,personal,9,7659822209,"[""Guns N' Roses""]"
161,2IZZqH4K02UIYg5EohpNHF,Zombie,3,Anger,personal,9,8921956452,['The Cranberries']
162,4ylWMuGbMXNDgDd8lErEle,The Greatest Show,0,Amusement,personal,9,3218016765,"['Hugh Jackman', 'Keala Settle', 'Zac Efron', 'Zendaya', 'The Greatest Showman Ensemble']"
163,3AJwUDP919kvQ9QcozQPxg,Yellow,2,Regret,personal,9,5028307864,['Coldplay']
164,2ZBNclC5wm4GtiWaeh0DMx,Single Ladies (Put a Ring on It),0,Amusement,other,9,7245345626,['Beyoncé']
165,1qDrWA6lyx8cLECdZE7TV7,Somebody That I Used To Know,3,Fear,other,9,5625289942,"['Gotye', 'Kimbra']"
166,0IeKW0rmQ79Ka9WfR9Nagt,Popolo mio,2,Disappointment,other,9,3322571246,['Marco Frisina']
167,11IXRdEjiH0KL8nh4G1j7d,Now We Are Free,0,Pleasure,other,9,5834815628,"['Lisa Gerrard', 'Klaus Badelt', 'Hans Zimmer', 'Gavin Greenaway', 'The Lyndhurst Orchestra']"
168,6tsfGbVHWirffWWUUmtalg,Empty Spaces - 2011 Remastered Version,3,Fear,personal,11,9903556545,['Pink Floyd']
169,1esX5rtwwssnsEQNQk0HGg,Something Human,1,Relief,personal,11,4466858062,['Muse']
170,1PWnAEQcbwQwK759otUbta,"Writing's On The Wall - From ""Spectre"" Soundtrack",2,Regret,personal,11,1036331628,['Sam Smith']
171,5ZguKpURKjxp6lLmLFyKZs,Quattru tari',3,Contempt,personal,11,8039661904,['Rosa Balistreri']
172,6QqeEMIz3Hbi8SPAzrrVy5,Over You,1,Admiration,personal,11,8269497269,['Supertramp']
173,1vyV7cxMnu5BEEEANpJy7u,Verdura,3,Contempt,other,11,5601425099,['Pinguini Tattici Nucleari']
174,43RiFCiU9c18mFkoLViAog,C'è sempre una canzone,1,Compassion,other,11,9632679687,['Ligabue']
175,2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,1,Admiration,other,11,6838666719,['BØRNS']
176,40kq6PVQ2E6zgmnGfZtG6M,Perfetti sconosciuti,2,Disappointment,other,11,3096596590,['Fiorella Mannoia']
177,3zl7j5ua8mF4JDYuxrfo01,Perfect Symphony (Ed Sheeran & Andrea Bocelli),1,Relief,other,11,4844792828,"['Ed Sheeran', 'Andrea Bocelli']"
178,2ZBNclC5wm4GtiWaeh0DMx,Single Ladies (Put a Ring on It),0,Amusement,personal,7,3723881509,['Beyoncé']
179,2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,1,Love,personal,7,4781312231,['Lana Del Rey']
180,4zdfvfCudMSDKY9kjQbhj8,E yo mamma,1,Relief,personal,7,3969424776,['Coez']
181,1zMDIP0D1qFp8h2gKlj1ut,L'amore si odia (feat. Fiorella Mannoia),3,Anger,personal,7,5570824274,"['Noemi', 'Fiorella Mannoia']"
182,2xqyJa4BRzrEM4HQVgeazW,MA IL CIELO E' SEMPRE BLU (ITALIANSTARS4LIFE),0,Joy,personal,7,7242492203,['ITALIAN ALLSTARS 4 LIFE']
183,4CQnIoccCBtsiBeb1jBFiZ,Danza del Osos,0,Joy,other,7,4816131098,['Danzante Banda Celta']
184,2OELzdlkfD8XKGhx68GoLG,Helvetia,3,Fear,other,7,2566335050,['Fernando Velázquez']
185,4KTvBpuyzikbShNQ2wl3NQ,Peponi (Paradise) [Live],0,Joy,other,7,3386464197,"['The Piano Guys', 'Alex Boyé']"
186,11IXRdEjiH0KL8nh4G1j7d,Now We Are Free,1,Relief,other,7,8531768944,"['Lisa Gerrard', 'Klaus Badelt', 'Hans Zimmer', 'Gavin Greenaway', 'The Lyndhurst Orchestra']"
187,1fdCjH8Y8n9j7lFr7tLbfm,Per dimenticare,2,Regret,personal,0,3105886107,['Zero Assoluto']
188,0swoHiwTazywpoqiKDUtGQ,"La Luna e la Gatta (feat. Tommaso Paradiso, Jovanotti, Calcutta)",0,Amusement,personal,0,8012044164,"['Takagi & Ketra', 'Tommaso Paradiso', 'Jovanotti', 'Calcutta ']"
189,33jt3kYWjQzqn3xyYQ5ZEh,Cheek To Cheek,0,Joy,personal,0,3093701702,"['Ella Fitzgerald', 'Louis Armstrong']"
190,2aAbjYIg2uHBm8sBFlGdBZ,Main Titles,3,Fear,personal,0,3454262054,['Charlie Clouser']
191,0HpKuz1HfXxRzNnUqfwzgF,Piccola stella senza cielo,1,Relief,personal,0,7729918684,['Ligabue']
192,1WdzDux7Vym4yQi9unQirr,Amore senza fine,0,Joy,other,0,6667049702,['Pino Daniele']
193,1jlG3KJ3gdYmhfuySFfpO1,I'm with You,0,Pleasure,other,0,7594592186,['Avril Lavigne']
194,2r1SRt8bhtR6a9bMRR0AgV,La storia infinita,2,Regret,other,0,4104057682,['Pinguini Tattici Nucleari']
195,3E1FgPTXX203rgBTD5nlKF,Il bacio di Klimt,3,Anger,other,0,6361287970,['Emanuele Aloia']
196,7AYGqCVNob6SORGbboUc44,Anima Perduta,2,Sadness,other,0,8679265186,['Pathos']
197,5P2sVkO2mhgeDicQc1btfj,Pensiero stupendo,2,Sadness,personal,12,4004617796,['Patty Pravo']
198,45aBsnKRWUzhwbcqOJLwfe,This Is Me,1,Relief,personal,12,3368028902,"['Keala Settle', 'The Greatest Showman Ensemble']"
199,7LuCe6qxjtNnfKO4821SPT,Ho imparato a sognare,0,Joy,personal,12,1379215716,['Fiorella Mannoia']
200,55xly70WJY1cx5qsoogaqs,"Main Title/John Williams/Jaws - From The ""Jaws"" Soundtrack",3,Fear,personal,12,3140286472,['John Williams']
201,1tx2oinycuW0tfPrwUJuTU,Che vita meravigliosa,0,Pride,personal,12,7418038546,['Diodato']
202,3mj23ZA8LARtZSSVJxIZOi,Rosso di rabbia,3,Disgust,other,12,5700100690,['Anastasio']
203,6ZFbXIJkuI1dVNWvzJzown,Time,1,Relief,other,12,7481350683,['Hans Zimmer']
204,1n4esvV7r2y5heDizjTj14,Voci - Namanama Version,0,Pleasure,other,12,7793268524,['Zucchero']
205,2M4ZS9fZq86hVmO5ZOKvyb,Serenata Rap,0,Pleasure,other,12,1140388329,['Jovanotti']
206,1u4kGo8MOiw8eig7k1paAo,Il canto del mare,0,Joy,personal,14,4719909019,['Marco Frisina']
207,2nLtzopw4rPReszdYBJU6h,Numb,1,Relief,personal,14,4495132490,['Linkin Park']
208,1IOlhRBZ8ek5Ix7QW6owiO,Pokemon Advanced Battle,0,Amusement,personal,14,7887564928,"[""Cristina D'Avena"", 'Giorgio Vanni']"
209,6ietSw6t2wYPuxStaSsGh5,Liberi Fatali (Final Fantasy VIII),3,Fear,personal,14,4025883015,['Nobuo Uematsu']
210,0JlcGuogSjgZsa0rkLdoBM,Ci sono anch'io,1,Admiration,personal,14,8066471705,"['Angelo Di Guardo', 'Mark']"
211,0lUGrc1XZ6TJ6jWxk103zL,Turandot / Act 3: Nessun dorma! - Live,1,Compassion,other,14,4975883943,"['Giacomo Puccini', 'Luciano Pavarotti', 'Orchestra del Teatro Arena di Verona', 'Armando Gatto']"
212,6FJbvdUSkr1tyXdVZ2UlBR,Bound To You - Burlesque Original Motion Picture Soundtrack,2,Sadness,other,14,7278971454,['Christina Aguilera']
213,1n4esvV7r2y5heDizjTj14,Voci - Namanama Version,0,Pride,other,14,7793853278,['Zucchero']
214,5QNFdjlkHHdOyhutGef68K,Al Tuo Matrimonio,0,Amusement,other,14,7550116739,['Cesare Cremonini']
215,6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered 2009,0,Joy,personal,10,2958450681,['The Beatles']
